LAI,LCC,CCC,B2,B3,B4,B5,B6,B7,B8A,B8,B11,B12,CI_green,CIre_705,CIre_740,ireci,mcari,mtci,ndi45,NDVIre,reip,RERI_705,RERI_783,s2rep,SeLI
2.68,6.165,16.5222,0.035700001,0.112066666,0.108799999,0.24893334,0.355800003,0.397300005,0.449499995,0.426833342,0.237666667,0.129433331,2.809448798,0.7148754,0.199691877,0.467228413,0.276730299,1.270402034,0.406544407,0.263201624,711.3170573,0.311665505,0.329765449,711.3170573,0.287132353
2.79,5.121,14.28759,0.040724999,0.108924998,0.124825003,0.231399998,0.308700003,0.341349997,0.3913,0.373025,0.276099995,0.168075003,2.423829317,0.611741647,0.208658826,0.330545373,0.152054692,1.335356802,0.297273599,0.234109279,713.0790405,0.272148721,0.280478939,713.0790405,0.25661679
2.81,10.989,30.87909,0.0348,0.111650001,0.098399997,0.245800003,0.379450008,0.415849999,0.465000004,0.450849995,0.2289,0.120900001,3.03975904,0.835218281,0.188183852,0.545092106,0.312228665,1.362143099,0.436772496,0.294373304,712.0291443,0.316996723,0.365666986,712.0291443,0.308437422
2.82,3.654,10.30428,0.038675,0.11035,0.117749998,0.239549998,0.328500003,0.364174999,0.413850002,0.395850003,0.243625,0.139600001,2.587516189,0.652484626,0.205008108,0.380010478,0.200754251,1.261843324,0.345034793,0.245908223,711.1990814,0.294105813,0.300932363,711.1990814,0.266667925
2.81,7.911,22.22991,0.037775001,0.1085,0.108475,0.222849999,0.307725005,0.341825001,0.396650001,0.374425001,0.248975005,0.141875003,2.450650096,0.68003808,0.216910917,0.370453008,0.183688916,1.372904003,0.339872688,0.253716271,713.7123108,0.288292021,0.299897246,713.7123108,0.280594476
3.08,9.945,30.6306,0.038275,0.101725001,0.100524999,0.215699997,0.355149999,0.395300001,0.431150004,0.415750004,0.274225004,0.171500001,3.091265738,0.928714722,0.170631364,0.519297279,0.198153231,1.746915609,0.363105632,0.316814393,715.682724,0.267283842,0.416247398,715.682724,0.333001509
3.72,10.476,38.97072,0.03315,0.102250002,0.088800002,0.224100001,0.392049998,0.433199987,0.470100001,0.462500006,0.255249999,0.147550002,3.53422749,1.066536367,0.180104829,0.637248039,0.246271305,1.820314467,0.401568323,0.346802041,715.9224548,0.287939072,0.4432794,715.9224548,0.353689149
3.42,7.146,24.43932,0.035066667,0.104366668,0.094966667,0.231899997,0.399333328,0.436266661,0.475099991,0.462866664,0.260300001,0.152499999,3.434446653,0.996151745,0.158860579,0.613891979,0.246851365,1.721692522,0.39402624,0.332076112,714.8103638,0.288094332,0.429849883,714.8103638,0.343789816
2.47,13.779,34.03413,0.0372,0.107299998,0.103033334,0.22573333,0.361799995,0.402400007,0.439000001,0.425233334,0.278866659,0.173199996,2.963338614,0.88386639,0.17548205,0.524799089,0.21464775,1.702984611,0.369116644,0.306443959,715.8337606,0.279658586,0.402245343,715.8337606,0.32078437
2.46,19.089,46.95894,0.052733334,0.120899998,0.162699997,0.249466668,0.330066671,0.360166679,0.391933332,0.382466664,0.373233328,0.279233336,2.163517396,0.533118943,0.158852031,0.294201583,0.096121547,1.570328514,0.212109094,0.210459113,715.4662679,0.221358647,0.282467306,715.4662679,0.222132906
2.67,7.929,21.17043,0.0464,0.1176,0.139049999,0.241724998,0.347525001,0.378700003,0.418625005,0.404300004,0.327624999,0.223625001,2.442223191,0.674192637,0.163356874,0.366497941,0.121120494,1.633178741,0.250688165,0.251577601,715.1006317,0.244967934,0.326847181,715.1006317,0.267830901
3.06,10.512,32.16672,0.041475001,0.110824998,0.1161,0.229124997,0.343199998,0.379524998,0.424374998,0.408974998,0.290824994,0.181025006,2.693333864,0.785445899,0.191696659,0.434314348,0.174121581,1.589150488,0.324140504,0.281807505,715.1087494,0.266199559,0.354257911,715.1087494,0.298727393
3.15,9.585,30.19275,0.035333334,0.106666667,0.098833332,0.228866667,0.365866671,0.403800001,0.450366666,0.437033335,0.25863333,0.1476,3.102379322,0.906833529,0.194991921,0.515683502,0.232556532,1.529475609,0.378875206,0.310683827,713.518453,0.287281553,0.38569199,713.518453,0.32482325
3.2,3.708,11.8656,0.0311,0.099099999,0.075866667,0.214999999,0.413266669,0.459733337,0.498633335,0.482299993,0.247433335,0.136900003,3.868281205,1.243952314,0.167342265,0.759126127,0.292783936,1.951644381,0.45085303,0.383262624,716.1999308,0.279152234,0.490570366,716.1999308,0.397326857
3.15,8.73,27.4995,0.038033333,0.103233332,0.102233333,0.223033334,0.37986667,0.420466671,0.453833332,0.442333331,0.274466674,0.173966671,3.293421586,0.983212908,0.164484108,0.546070129,0.188525051,1.859691064,0.3410454,0.32930392,715.5934041,0.265733878,0.434659342,715.5934041,0.340643823
3.13,13.743,43.01559,0.039933333,0.1052,0.1134,0.224366665,0.359899998,0.397833327,0.433833331,0.419566661,0.301766674,0.197999999,2.997971694,0.874464115,0.165575738,0.506694039,0.181976765,1.761497855,0.339122047,0.302741617,715.9953613,0.255782684,0.39883398,715.9953613,0.318077475
3.19,19.746,62.98974,0.038233332,0.105966665,0.108233333,0.227299998,0.375999997,0.412166665,0.452199996,0.4378,0.283733338,0.183966666,3.132274151,0.926166276,0.164650003,0.54387027,0.194873427,1.802594264,0.348895053,0.316479901,716.0658773,0.26328671,0.408806314,716.0658773,0.330928475
3.21,12.168,39.05928,0.029599999,0.099266666,0.074633335,0.221733332,0.421000004,0.46936666,0.505899986,0.494599998,0.246866663,0.133733332,3.990625223,1.232039253,0.174516057,0.788463811,0.361873845,1.835717638,0.491298517,0.380368998,715.6873779,0.290594995,0.489073356,715.6873779,0.390192777
3.18,15.318,48.71124,0.033333333,0.107833333,0.090000001,0.232233336,0.398266663,0.441533337,0.484333336,0.46936667,0.242166668,0.132500003,3.353470325,1.021108031,0.178499127,0.649872641,0.305155794,1.663054824,0.441078186,0.337762227,714.9163411,0.293543816,0.431875785,714.9163411,0.351674686
3.32,10.071,33.43572,0.0328,0.10275,0.08475,0.224099994,0.408199996,0.447949991,0.490600005,0.471900001,0.247949995,0.138299994,3.592526674,1.105599821,0.155985601,0.69774121,0.294382662,1.793998122,0.442037657,0.355989859,715.3141174,0.283856168,0.456235528,715.3141174,0.372847155
3.41,11.583,39.49803,0.0291,0.101166668,0.0688,0.225333338,0.439400007,0.486433347,0.521899998,0.514033337,0.241033336,0.128366664,4.084434589,1.283397675,0.169906353,0.868506769,0.420852135,1.873851339,0.525186767,0.390464524,715.9859416,0.300026645,0.500156621,715.9859416,0.39690575
2.75,14.931,41.06025,0.049266667,0.125466667,0.119900003,0.226333335,0.340166668,0.373333335,0.405966659,0.39443333,0.260699997,0.172700003,2.144851605,0.743463735,0.159464926,0.395532469,0.145331924,1.619293014,0.284851948,0.270603418,714.534139,0.262007922,0.361724287,714.534139,0.283960879
3.2,10.215,32.688,0.053475,0.128950004,0.132574998,0.233174998,0.334824994,0.363500006,0.399975002,0.387874998,0.283249997,0.193349998,2.00994572,0.665350154,0.158245595,0.359568745,0.135788426,1.538638353,0.268157743,0.248849854,714.0761108,0.25133986,0.325328194,714.0761108,0.263416938
3.09,15.993,49.41837,0.061900001,0.136299998,0.161924999,0.244825002,0.327400006,0.356625006,0.384525001,0.376325004,0.338750005,0.255125001,1.863637567,0.583915144,0.153974965,0.325330272,0.117903553,1.531345963,0.242303319,0.225980677,714.7432861,0.229334414,0.302445009,714.7432861,0.235377356
2.96,19.539,57.83544,0.0641,0.136933337,0.176899994,0.248733332,0.319966664,0.34556667,0.373499999,0.363300006,0.361733337,0.286033332,1.678127289,0.502873659,0.157811597,0.248442858,0.071830772,1.65833354,0.173410401,0.200918511,716.4255981,0.190746754,0.270292193,716.4255981,0.205479458
2.91,13.716,39.91356,0.052700001,0.126966668,0.132366667,0.22983333,0.32553333,0.356833339,0.388166676,0.376933336,0.283600003,0.1966,1.968952616,0.640061518,0.157948782,0.34816728,0.136451125,1.517880559,0.271532476,0.242400994,714.0682983,0.251110425,0.327113489,714.0682983,0.256190856
2.82,11.106,31.31892,0.056033333,0.128533329,0.137466664,0.232366666,0.323333333,0.35436666,0.389533331,0.377166669,0.298800002,0.206800004,1.934411923,0.623320182,0.166504696,0.3376305,0.124631114,1.569298585,0.25519528,0.237575968,715.3315226,0.243617887,0.313278049,715.3315226,0.25270841
2.98,22.329,66.54042,0.056699999,0.12985,0.137850001,0.230700001,0.335700005,0.363949999,0.398950011,0.3891,0.286650002,0.205650002,1.999647021,0.687979311,0.159070283,0.375061318,0.122646328,1.777597487,0.252264664,0.255716302,716.845459,0.232722893,0.333959073,716.845459,0.267341271
3,17.631,52.893,0.050566667,0.1231,0.126566666,0.223433331,0.307800005,0.334600002,0.382099996,0.366366665,0.276466668,0.18053333,1.976571878,0.639773548,0.19024911,0.335117201,0.138906615,1.48624893,0.280092537,0.242074067,714.9104818,0.253192231,0.290843676,714.9104818,0.261933545
2.9,8.289,24.0381,0.056433334,0.127299999,0.144333333,0.229966665,0.307666669,0.335133344,0.374233335,0.360500008,0.308200002,0.218933334,1.832560778,0.567691882,0.171875164,0.311095566,0.119157915,1.534484903,0.249395361,0.220995799,716.0343628,0.22868453,0.280899574,716.0343628,0.238682061
2.87,17.37,49.8519,0.05485,0.126449998,0.139325,0.228599999,0.306249999,0.334349997,0.374749996,0.359774999,0.300250001,0.206950001,1.845482349,0.573900044,0.174887363,0.307554819,0.120761059,1.491687357,0.252659027,0.222840942,715.2640228,0.238000359,0.281971768,715.2640228,0.242127534
2.86,17.595,50.3217,0.060233335,0.129533336,0.154699996,0.238433336,0.309533338,0.333933324,0.374600003,0.358633329,0.328333328,0.238466665,1.879390597,0.571573943,0.176109225,0.309960216,0.122480702,1.507886887,0.251295477,0.222129881,715.4429932,0.234530352,0.273411572,715.4429932,0.238508739
2.89,11.385,32.90265,0.052174999,0.128424998,0.127774997,0.225924999,0.330074996,0.363900006,0.399100006,0.384775005,0.264099997,0.179199997,1.996823609,0.704052404,0.16573536,0.363833688,0.127223302,1.672493935,0.260427807,0.260005869,715.4672852,0.245688394,0.345395498,715.4672852,0.277030982
2.89,13.7313,39.683457,0.054566668,0.127933333,0.132866666,0.228166665,0.318599999,0.349066665,0.385900001,0.371166666,0.278599997,0.190933332,1.90088745,0.626641512,0.165023511,0.365509441,0.158462966,1.4843268,0.299853782,0.238381381,714.8446859,0.246841495,0.312676559,714.8446859,0.256667028
2.81,14.616,41.07096,0.056466666,0.110100001,0.161333332,0.223633334,0.262866666,0.288133343,0.328466664,0.314766675,0.378099988,0.287866672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.64,12.555,33.1452,0.052833332,0.1043,0.1529,0.218366668,0.260100007,0.286233336,0.329899997,0.313766668,0.367566665,0.269133334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.58,13.743,35.45694,0.0573,0.112150002,0.169150002,0.223049998,0.258900002,0.28035,0.317149997,0.303450003,0.394299999,0.313700005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.5,13.095,32.7375,0.066399999,0.130399997,0.196266666,0.260499994,0.300166676,0.326266666,0.359266669,0.346999993,0.422866662,0.343166669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.68,12.213,32.73084,0.057125,0.116774999,0.163950004,0.238125,0.292124994,0.317225002,0.356575005,0.341424994,0.377550006,0.287375003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.76,13.005,35.8938,0.054175,0.109550001,0.144275002,0.22315,0.281174995,0.308550008,0.348099999,0.333100006,0.353924997,0.257749997,2.104267955,0.520457476,0.184800401,0.247691475,0.088157587,1.437072515,0.215830833,0.206484281,714.582489,0.232576348,0.25187806,714.582489,0.223030843
2.75,12.06,33.165,0.049249999,0.10605,0.139250003,0.227350004,0.285249993,0.316349998,0.362000003,0.341049999,0.337749988,0.230099998,2.255660295,0.506986797,0.18836084,0.247791111,0.101497471,1.235697985,0.235833809,0.202229559,710.8713379,0.253532827,0.236353546,710.8713379,0.223597229
2.68,12.897,34.56396,0.0517,0.103099998,0.147749998,0.218150005,0.261050001,0.29355,0.343899995,0.321849987,0.350150004,0.243250005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.67,7.497,20.01699,0.0514,0.101366666,0.148533329,0.212866669,0.252600004,0.282733341,0.33283333,0.313066661,0.350800008,0.245166674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.59,15.138,39.20742,0.0604,0.114,0.178800002,0.233733331,0.264966657,0.291433334,0.327433328,0.314833333,0.415533344,0.327033331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.46,16.479,40.53834,0.069150001,0.134400003,0.215899996,0.2632,0.2914,0.311949998,0.341000006,0.32935001,0.465550005,0.398699999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.47,31.878,110.61666,0.02225,0.05075,0.047950001,0.082600001,0.207949996,0.258699998,0.28915,0.277500004,0.196000002,0.113649998,4.468028307,2.360514879,0.334446549,0.573385984,0.044885328,5.897658587,0.251023956,0.541215599,727.5174866,0.119861495,0.608953983,727.5174866,0.555582911
4.08,28.962,118.16496,0.021725,0.049525001,0.045775,0.080950001,0.198200002,0.253224999,0.282899998,0.272725001,0.191800002,0.110975001,4.509532928,2.369740963,0.376173496,0.555718169,0.05103894,5.452582002,0.277805865,0.542160526,728.3706055,0.124309372,0.608893305,728.3706055,0.555020615
3.64,30.312,110.33568,0.023775001,0.053499999,0.049149999,0.087000001,0.211699996,0.263724998,0.291275002,0.280125007,0.198174998,0.11475,4.239155054,2.220644712,0.323344134,0.564271212,0.053848117,5.204812169,0.273674287,0.526079297,727.0586853,0.129947267,0.606723174,727.0586853,0.540063024
3.5,29.214,102.249,0.02625,0.0603,0.058700001,0.100424999,0.224300001,0.274650007,0.298700005,0.288324997,0.218724996,0.134174999,3.783835351,1.871419847,0.285627827,0.507189579,0.055529413,4.605436206,0.254150745,0.483325578,725.5496826,0.13973536,0.583258525,725.5496826,0.496778212
3.58,31.617,113.18886,0.027566667,0.060666667,0.0613,0.100533334,0.218533332,0.264666667,0.291199992,0.278933326,0.224766667,0.140966669,3.602162838,1.776359677,0.276303927,0.480496873,0.052253153,4.61888361,0.244381284,0.469992548,726.072408,0.134803355,0.563445846,726.072408,0.486544877
3.23,23.607,76.25061,0.02845,0.063100001,0.065925001,0.106500002,0.213574998,0.254525002,0.283099994,0.271574996,0.231775001,0.145949997,3.323966086,1.563411117,0.272070087,0.423621088,0.057732443,4.21036303,0.252078786,0.43751324,725.6334686,0.143289629,0.523058131,725.6334686,0.454092979
3.34,29.655,99.0477,0.024433333,0.050833333,0.047533333,0.083533334,0.195433334,0.243166665,0.273733338,0.261099994,0.197466662,0.113000001,4.138602575,2.125860612,0.335988929,0.500790497,0.050557721,5.044467608,0.269188801,0.515236994,727.3890177,0.131498203,0.583175679,727.3890177,0.532384793
3.46,40.932,141.62472,0.023425,0.049425,0.0461,0.082350001,0.201724995,0.255800001,0.286375001,0.273599997,0.192000002,0.109424999,4.535686612,2.32293117,0.3563428,0.560055017,0.051775518,5.414453506,0.276717171,0.537313804,728.0448456,0.126573708,0.605682105,728.0448456,0.553344056
3.54,33.687,119.25198,0.0231,0.048475,0.045624999,0.079724999,0.19655,0.252300002,0.279150002,0.26927501,0.189350002,0.107249999,4.555530667,2.37824589,0.369988203,0.560933575,0.051564211,5.513323426,0.282139428,0.543087155,728.5726929,0.122147745,0.618151784,728.5726929,0.555671006
3.49,29.538,103.08762,0.0238,0.051033333,0.050433334,0.085866667,0.199400003,0.251399999,0.282433331,0.267333329,0.200433334,0.116466666,4.238970915,2.113780499,0.34077097,0.501861761,0.046867996,5.215783914,0.253885895,0.513774494,727.5970866,0.125468515,0.58610328,727.5970866,0.533697089
3.57,27.684,98.83188,0.0256,0.05655,0.058150001,0.095399998,0.213799998,0.263449997,0.296800002,0.281450003,0.212300003,0.13005,3.979237199,1.954767048,0.316417247,0.50227128,0.063058468,4.223798037,0.29065235,0.493898943,725.3458862,0.125493549,0.566358417,725.3458862,0.513714463
3.61,27.963,100.94643,0.023425,0.051325,0.047875,0.083950002,0.203474998,0.254399993,0.284200005,0.272200003,0.198000003,0.1163,4.309415579,2.244656324,0.337759815,0.545477629,0.050474626,5.324157,0.268895835,0.528543457,727.4921722,0.126974598,0.599672675,727.4921722,0.543898702
3.74,39.393,147.32982,0.02235,0.04995,0.04675,0.08255,0.205399998,0.261250004,0.288400009,0.28035,0.192400001,0.109850001,4.614284277,2.396204114,0.36488986,0.574694157,0.048562745,5.656729937,0.266176254,0.545045346,728.0125122,0.124134004,0.61962834,728.0125122,0.554927438
3.75,38.583,144.68625,0.022866666,0.049766666,0.045633333,0.080166665,0.206433336,0.265333325,0.293733339,0.283166667,0.192100003,0.108200001,4.69101874,2.533633232,0.371699194,0.61671404,0.052418955,5.786244392,0.282776843,0.558702409,728.3795369,0.117569382,0.630373915,728.3795369,0.571197212
3.8,28.431,108.0378,0.023025,0.0507,0.045775,0.081574999,0.205149997,0.262549996,0.290775001,0.278025001,0.192600001,0.10915,4.484799385,2.410006404,0.355244324,0.577931434,0.04943014,5.674619913,0.268161327,0.546340555,727.7602081,0.123115441,0.622376487,727.7602081,0.56186235
3.77,27.702,104.43654,0.0252,0.0547,0.051733332,0.0886,0.2145,0.26669999,0.297866662,0.285233339,0.2022,0.118466665,4.215516408,2.219387929,0.329746574,0.571796636,0.051945154,5.381306012,0.26433904,0.525973221,727.5301107,0.123783797,0.597913126,727.5301107,0.541403353
3.79,23.004,87.18516,0.023975,0.0513,0.046475,0.083124999,0.214250002,0.272975005,0.300949998,0.289950006,0.190699998,0.10705,4.65543139,2.490443707,0.35359899,0.628608495,0.054134084,5.675158858,0.281981386,0.554439992,727.7783661,0.121796122,0.630871162,727.7783661,0.567196965
3.76,37.053,139.31928,0.0232,0.052199999,0.048766666,0.083366667,0.213733335,0.270966669,0.294966668,0.286199997,0.200633332,0.118433331,4.484288851,2.433540026,0.339124451,0.60947003,0.046772458,6.027573586,0.25507247,0.548865438,727.8150228,0.117314331,0.636026899,727.8150228,0.559313655
3.8,33.291,126.5058,0.022166667,0.05,0.045300001,0.080233335,0.209099998,0.267566671,0.295866658,0.283766667,0.187800005,0.106533331,4.679435253,2.537037849,0.357213984,0.614432156,0.048409607,5.948685646,0.268260201,0.559159855,727.8082479,0.118070054,0.633217454,727.8082479,0.57332321
3.81,33.426,127.35306,0.024033333,0.051566667,0.050533333,0.085733334,0.197333336,0.246466671,0.278799991,0.263399998,0.198499997,0.114866664,4.109237115,2.072704236,0.334763894,0.489161422,0.04801698,5.058566252,0.257439261,0.50865983,727.3096924,0.126234348,0.576450388,727.3096924,0.529421171
3.52,40.752,143.44704,0.02505,0.052650001,0.051124999,0.085124999,0.204475004,0.258175001,0.2861,0.275750004,0.201400001,0.115750002,4.241199553,2.243275404,0.348538511,0.540661365,0.046885878,5.58349359,0.252068631,0.528126195,727.8777008,0.118845876,0.604780138,727.8777008,0.541391224
3.44,33.03,113.6232,0.026333333,0.056066666,0.055533335,0.0902,0.212433328,0.265633335,0.293466667,0.282200009,0.203900004,0.123866667,4.036611716,2.129268328,0.328487903,0.530830284,0.044007139,5.656750361,0.233482987,0.515585164,727.5216878,0.118233042,0.597800652,727.5216878,0.529773196
3.29,39.771,130.84659,0.023366666,0.051466667,0.050166668,0.0857,0.197699999,0.249166662,0.28093334,0.268166661,0.20116667,0.118766668,4.217794498,2.137348612,0.356224308,0.50224933,0.047170183,5.227766673,0.255668769,0.5153551,727.9365031,0.126609825,0.581298629,727.9365031,0.532304029
3.56,32.472,115.60032,0.023800001,0.050066666,0.0501,0.083966667,0.193433329,0.242566665,0.27123334,0.262066672,0.200366666,0.117699998,4.239736478,2.128341158,0.354798039,0.497087787,0.047707879,5.214660962,0.260983368,0.514735798,728.2680461,0.124911018,0.584538917,728.2680461,0.527226011
3.6,29.601,106.5636,0.023399999,0.0506,0.050249999,0.08405,0.195150003,0.246550001,0.280450001,0.266049996,0.2016,0.117600001,4.258579016,2.165431261,0.363370359,0.499667272,0.039864855,5.982605219,0.228715874,0.519832671,729.0754395,0.120546017,0.57940495,729.0754395,0.538814574
3.85,34.101,131.28885,0.0231,0.051333333,0.0506,0.084399998,0.199499999,0.251600002,0.281266669,0.269166668,0.202999999,0.119533333,4.246074994,2.190333287,0.349264751,0.510376265,0.044499464,5.507987976,0.24647675,0.522584339,727.6696167,0.120172101,0.594401479,727.6696167,0.538374484
3.92,41.22,161.5824,0.022866667,0.049899999,0.047166667,0.081333332,0.203066667,0.2576,0.286433339,0.2767,0.193866665,0.111833336,4.545107841,2.402151903,0.362613718,0.583099167,0.047719623,5.844484488,0.265590479,0.545652588,728.7597249,0.119285377,0.61538897,728.7597249,0.557682772
3.95,35.316,139.4982,0.0233,0.0507,0.048366667,0.082399999,0.199100003,0.251300007,0.281833341,0.2688,0.197999999,0.113933332,4.30256176,2.262562037,0.350120932,0.535269499,0.047892927,5.477176189,0.262569333,0.530765732,727.9487305,0.120760476,0.599300166,727.9487305,0.547558924
3.3,26.145,86.2785,0.0245,0.052533335,0.052266666,0.088266668,0.199833338,0.250599995,0.280199995,0.268833329,0.206466665,0.124666666,4.117809614,2.04693373,0.345381906,0.489825527,0.04928153,4.9668142,0.258723363,0.50565655,727.5490316,0.128477474,0.579366724,727.5490316,0.520929992
3.22,29.331,94.44582,0.036766667,0.080633334,0.1,0.139999996,0.241399998,0.284033328,0.309100002,0.300466667,0.28216667,0.209066669,2.987523834,1.282244941,0.249923865,0.371063376,0.041174907,4.135326624,0.180607895,0.377286216,725.8444824,0.129729566,0.469613045,725.8444824,0.388944368
3.2,32.94,105.408,0.025966667,0.057133333,0.0597,0.0977,0.215199997,0.266233335,0.296700001,0.282033334,0.222933332,0.139533336,3.941848993,1.89597551,0.310683409,0.486386498,0.042619381,5.384200414,0.218561118,0.485602041,727.2795003,0.128098396,0.567944527,727.2795003,0.504770209
3.19,34.992,111.62448,0.0256,0.056399999,0.0602,0.096249998,0.208900005,0.256650001,0.287900001,0.275249988,0.221050002,0.136550002,3.88075757,1.860619724,0.317616001,0.459655002,0.045446338,4.824073315,0.233479716,0.48186712,726.5567017,0.125212736,0.557164967,726.5567017,0.49893409
3.16,35.874,113.36184,0.02705,0.05545,0.059600001,0.096000001,0.20025,0.24894999,0.275600001,0.265049994,0.220699996,0.135800004,3.780212164,1.761493206,0.323606089,0.42517437,0.045828896,4.629467249,0.233944409,0.468232945,726.9847412,0.132071674,0.554972172,726.9847412,0.483335942
3.14,22.212,69.74568,0.027100001,0.0593,0.065949999,0.103950001,0.208300002,0.249800004,0.278850004,0.26685001,0.233500004,0.146400005,3.500813842,1.566979885,0.281053171,0.401172578,0.044561412,4.360055447,0.219010718,0.439289451,726.0479736,0.136261351,0.522999793,726.0479736,0.456898987
3.56,27.882,99.25992,0.0254,0.05445,0.0583,0.0922,0.198749997,0.243749999,0.275700003,0.263500005,0.21565,0.129100002,3.84838438,1.859044909,0.325778991,0.439939365,0.043042531,4.985937119,0.228807874,0.481569916,727.2553101,0.122881766,0.54963994,727.2553101,0.498738557
4.02,41.607,167.26014,0.024366667,0.053199999,0.054299999,0.089433335,0.192966665,0.236833334,0.270000011,0.258600007,0.214666665,0.127966667,3.861019055,1.891633272,0.340154936,0.441321055,0.044049159,4.97513485,0.237340927,0.486054252,727.9753621,0.130143176,0.545939247,727.9753621,0.502359052
3.97,33.201,131.80797,0.025266667,0.0528,0.053366667,0.089400001,0.193499997,0.243333335,0.271799992,0.260766665,0.211866667,0.127033333,3.940141598,1.91686964,0.347661585,0.448314935,0.046189117,4.876902421,0.245788872,0.489376913,727.9641724,0.13257432,0.566351652,727.9641724,0.504980663
4.26,21.051,89.67726,0.0244,0.05315,0.054325,0.0911,0.194975004,0.240375001,0.270800002,0.259224996,0.212700002,0.128599999,3.878754675,1.845962763,0.329509333,0.446338192,0.049582243,4.630899191,0.254965041,0.479864731,727.6360168,0.135772809,0.551157504,727.6360168,0.496527396
4.22,37.998,160.35156,0.025175001,0.054049999,0.0556,0.09175,0.197150003,0.241450001,0.273825005,0.261300005,0.209474999,0.1261,3.841805875,1.850828767,0.325336821,0.447351262,0.048004945,4.758468628,0.247348998,0.4801668,727.4506531,0.132008776,0.546581775,727.4506531,0.497997999
3.91,25.398,99.30618,0.0452,0.0877,0.110949997,0.148625001,0.237925004,0.276499994,0.301925004,0.295975,0.302675001,0.222799998,2.73321721,1.082242936,0.253127668,0.325421505,0.072464401,2.504775226,0.256039362,0.342678487,721.2987823,0.128576354,0.430092379,721.2987823,0.35157986